Date,Open,High,Low,Close
"Apr 18, 2020",7092.29,7269.96,7089.25,7257.67
"Apr 19, 2020",7260.92,7280.52,7167.05,7189.42
"Apr 20, 2020",7186.87,7240.29,6835.5,6881.96
"Apr 21, 2020",6879.78,6934.55,6834.44,6880.32
"Apr 22, 2020",6879.44,7145.87,6867.78,7117.21
"Apr 23, 2020",7121.31,7491.79,7081.59,7429.72
"Apr 24, 2020",7434.18,7574.2,7434.18,7550.9
"Apr 25, 2020",7550.48,7641.36,7521.67,7569.94
"Apr 26, 2020",7570.14,7700.59,7561.41,7679.87
"Apr 27, 2020",7679.42,7795.6,7679.42,7795.6
"Apr 28, 2020",7796.97,7814.53,7730.81,7807.06
"Apr 29, 2020",7806.71,8871.75,7786.05,8801.04
"Apr 30, 2020",8797.67,9440.65,8533.26,8658.55
"May 01, 2020",8672.78,9048.02,8667.76,8864.77
"May 02, 2020",8869.06,9007.19,8811.37,8988.6
"May 03, 2020",8983.61,9167.78,8830.97,8897.47
"May 04, 2020",8895.75,8956.91,8645.02,8912.65
"May 05, 2020",8912.83,9062.42,8856.83,9003.07
"May 06, 2020",9007.44,9411.47,8966.71,9268.76
"May 07, 2020",9261.9,9992.66,9138.32,9951.52
"May 08, 2020",9936.16,9996.74,9767.17,9842.67
"May 09, 2020",9840.91,9913.86,9580.64,9593.9
"May 10, 2020",9591.17,9595.58,8395.11,8756.43
"May 11, 2020",8755.54,9033.47,8374.32,8601.8
"May 12, 2020",8610.39,8949.9,8569.64,8804.48
"May 13, 2020",8805.39,9317.88,8805.39,9269.99
"May 14, 2020",9271.33,9793.27,9255.04,9733.72
"May 15, 2020",9734.29,9755.83,9261.4,9328.2
"May 16, 2020",9333.24,9564.21,9260.69,9377.01
"May 17, 2020",9374.93,9823.0,9349.55,9670.74
"May 18, 2020",9675.7,9906.03,9570.36,9726.58
"May 19, 2020",9727.06,9836.05,9539.62,9729.04
"May 20, 2020",9725.33,9804.79,9447.2,9522.98
"May 21, 2020",9522.74,9555.24,8869.93,9081.76
"May 22, 2020",9080.33,9232.94,9008.64,9182.58
"May 23, 2020",9185.06,9302.5,9118.11,9209.29
"May 24, 2020",9212.28,9288.4,8787.25,8790.37
"May 25, 2020",8786.11,8951.01,8719.67,8906.93
"May 26, 2020",8909.59,8991.97,8757.29,8835.05
"May 27, 2020",8837.38,9203.32,8834.16,9181.02
"May 28, 2020",9184.95,9546.32,9148.46,9525.75
"May 29, 2020",9528.36,9573.67,9379.34,9439.12
"May 30, 2020",9438.91,9704.03,9366.73,9700.41
"May 31, 2020",9700.11,9700.34,9432.3,9461.06
"Jun 01, 2020",9463.61,10199.57,9450.9,10167.27
"Jun 02, 2020",10162.97,10182.34,9460.57,9529.8
"Jun 03, 2020",9533.76,9682.86,9471.85,9656.72
"Jun 04, 2020",9655.85,9887.61,9525.25,9800.64
"Jun 05, 2020",9800.22,9869.24,9663.22,9665.53
"Jun 06, 2020",9664.9,9773.43,9591.02,9653.68
"Jun 07, 2020",9653.0,9768.5,9458.15,9758.85
"Jun 08, 2020",9760.06,9782.31,9675.89,9771.49
"Jun 09, 2020",9774.36,9836.37,9664.72,9795.7
"Jun 10, 2020",9794.12,9908.9,9728.29,9870.09
"Jun 11, 2020",9870.08,9938.3,9263.07,9321.78
"Jun 12, 2020",9320.69,9540.47,9285.85,9480.84
"Jun 13, 2020",9480.74,9493.21,9396.01,9475.28
"Jun 14, 2020",9477.55,9482.27,9347.59,9386.79
"Jun 15, 2020",9386.04,9504.86,8990.18,9450.7
"Jun 16, 2020",9454.27,9579.43,9400.45,9538.02
"Jun 17, 2020",9533.78,9540.42,9327.34,9480.25
"Jun 18, 2020",9481.57,9482.78,9328.4,9411.84
"Jun 19, 2020",9410.29,9440.88,9274.3,9288.02
"Jun 20, 2020",9290.96,9394.97,9247.38,9332.34
"Jun 21, 2020",9330.93,9401.11,9300.43,9303.63
"Jun 22, 2020",9300.92,9655.07,9296.87,9648.72
"Jun 23, 2020",9644.08,9670.54,9547.25,9629.66
"Jun 24, 2020",9632.15,9680.37,9278.23,9313.61
"Jun 25, 2020",9314.13,9340.16,9095.32,9264.81
"Jun 26, 2020",9261.0,9310.52,9101.74,9162.92
"Jun 27, 2020",9167.82,9207.81,8998.22,9045.39
"Jun 28, 2020",9048.46,9197.55,8975.53,9143.58
"Jun 29, 2020",9140.03,9237.57,9041.88,9190.85
"Jun 30, 2020",9185.58,9217.84,9084.84,9137.99
"Jul 01, 2020",9145.99,9309.75,9104.74,9228.33
"Jul 02, 2020",9231.14,9274.96,9036.62,9123.41
"Jul 03, 2020",9124.84,9202.34,9058.79,9087.3
"Jul 04, 2020",9084.23,9183.3,9053.63,9132.49
"Jul 05, 2020",9126.09,9162.18,8977.02,9073.94
"Jul 06, 2020",9072.85,9375.47,9058.66,9375.47
"Jul 07, 2020",9349.16,9360.62,9201.82,9252.28
"Jul 08, 2020",9253.02,9450.34,9249.5,9428.33
"Jul 09, 2020",9427.99,9431.38,9235.0,9277.97
"Jul 10, 2020",9273.36,9287.47,9118.0,9278.81
"Jul 11, 2020",9277.51,9293.53,9199.49,9240.35
"Jul 12, 2020",9241.05,9319.42,9197.45,9276.5
"Jul 13, 2020",9277.21,9306.41,9224.29,9243.61
"Jul 14, 2020",9238.7,9283.84,9171.66,9243.21
"Jul 15, 2020",9241.9,9275.33,9171.93,9192.84
"Jul 16, 2020",9191.98,9214.31,9088.95,9132.23
"Jul 17, 2020",9131.81,9182.25,9089.2,9151.39
"Jul 18, 2020",9151.18,9230.98,9100.82,9159.04
"Jul 19, 2020",9158.01,9201.4,9097.63,9185.82
"Jul 20, 2020",9187.22,9214.27,9137.51,9164.23
"Jul 21, 2020",9162.51,9407.26,9149.39,9374.89
"Jul 22, 2020",9375.08,9530.52,9319.65,9525.36
"Jul 23, 2020",9527.14,9610.25,9483.0,9581.07
"Jul 24, 2020",9585.51,9623.34,9481.45,9536.89
"Jul 25, 2020",9539.49,9704.56,9530.21,9677.11
"Jul 26, 2020",9680.23,10023.81,9652.85,9905.17
"Jul 27, 2020",9905.22,11298.22,9903.97,10990.87
"Jul 28, 2020",11017.46,11204.33,10632.63,10912.82
"Jul 29, 2020",10912.95,11304.4,10856.14,11100.47
"Jul 30, 2020",11099.83,11169.36,10895.46,11111.21
"Jul 31, 2020",11110.21,11415.86,10987.05,11323.47
"Aug 01, 2020",11322.57,11794.78,11239.68,11759.59
"Aug 02, 2020",11758.76,12034.14,11018.13,11053.61
"Aug 03, 2020",11043.77,11453.08,11012.42,11246.35
"Aug 04, 2020",11246.2,11385.38,11094.15,11205.89
"Aug 05, 2020",11203.82,11786.62,11158.29,11747.02
"Aug 06, 2020",11749.87,11902.34,11598.71,11779.77
"Aug 07, 2020",11778.89,11898.04,11408.59,11601.47
"Aug 08, 2020",11604.55,11800.06,11558.43,11754.05
"Aug 09, 2020",11737.33,11806.06,11548.78,11675.74
"Aug 10, 2020",11662.26,12045.14,11662.26,11878.11
"Aug 11, 2020",11881.65,11932.71,11195.71,11410.53
"Aug 12, 2020",11404.6,11748.4,11249.61,11584.93
"Aug 13, 2020",11588.41,11796.4,11216.87,11784.14
"Aug 14, 2020",11772.66,12150.99,11685.46,11768.87
"Aug 15, 2020",11768.7,11963.2,11768.7,11865.7
"Aug 16, 2020",11866.69,11934.9,11737.19,11892.8
"Aug 17, 2020",11895.66,12359.06,11806.7,12254.4
"Aug 18, 2020",12251.9,12335.71,11954.53,11991.23
"Aug 19, 2020",11990.88,12028.92,11687.33,11758.28
"Aug 20, 2020",11761.5,11900.41,11710.06,11878.37
"Aug 21, 2020",11878.03,11899.26,11564.98,11592.49
"Aug 22, 2020",11585.48,11689.41,11448.81,11681.83
"Aug 23, 2020",11679.7,11713.43,11559.92,11664.85
"Aug 24, 2020",11663.69,11807.63,11623.25,11774.6
"Aug 25, 2020",11773.59,11778.3,11189.85,11366.13
"Aug 26, 2020",11366.89,11530.05,11296.99,11488.36
"Aug 27, 2020",11485.61,11570.79,11185.94,11323.4
"Aug 28, 2020",11325.3,11545.62,11316.42,11542.5
"Aug 29, 2020",11541.05,11585.64,11466.29,11506.87
"Aug 30, 2020",11508.71,11715.26,11492.38,11711.51
"Aug 31, 2020",11713.31,11768.88,11598.32,11680.82
"Sep 01, 2020",11679.32,12067.08,11601.13,11970.48
"Sep 02, 2020",11964.82,11964.82,11290.79,11414.03
"Sep 03, 2020",11407.19,11443.02,10182.46,10245.3
"Sep 04, 2020",10230.37,10663.92,10207.94,10511.81
"Sep 05, 2020",10512.53,10581.57,9946.68,10169.57
"Sep 06, 2020",10167.22,10353.93,10056.89,10280.35
"Sep 07, 2020",10281.0,10399.15,9916.49,10369.56
"Sep 08, 2020",10369.31,10414.78,9945.11,10131.52
"Sep 09, 2020",10134.15,10350.54,10017.25,10242.35
"Sep 10, 2020",10242.33,10503.91,10238.14,10363.14
"Sep 11, 2020",10369.03,10434.92,10140.84,10400.92
"Sep 12, 2020",10409.86,10578.84,10292.39,10442.17
"Sep 13, 2020",10452.4,10577.21,10224.33,10323.76
"Sep 14, 2020",10328.73,10800.01,10266.01,10680.84
"Sep 15, 2020",10677.75,10938.63,10656.46,10796.95
"Sep 16, 2020",10797.76,11100.12,10704.88,10974.91
"Sep 17, 2020",10973.25,11037.42,10774.63,10948.99
"Sep 18, 2020",10951.82,11034.91,10829.66,10944.59
"Sep 19, 2020",10933.75,11134.09,10909.62,11094.35
"Sep 20, 2020",11095.87,11095.87,10814.48,10938.27
"Sep 21, 2020",10934.93,10988.3,10380.26,10462.26
"Sep 22, 2020",10459.62,10568.08,10382.73,10538.46
"Sep 23, 2020",10535.49,10537.83,10197.87,10246.19
"Sep 24, 2020",10248.79,10771.06,10231.49,10760.07
"Sep 25, 2020",10761.11,10777.7,10578.91,10692.72
"Sep 26, 2020",10695.58,10773.0,10667.28,10750.72
"Sep 27, 2020",10746.89,10803.98,10622.92,10775.27
"Sep 28, 2020",10776.61,10945.35,10703.89,10709.65
"Sep 29, 2020",10709.65,10860.0,10649.5,10844.64
"Sep 30, 2020",10843.87,10847.26,10669.32,10784.49
"Oct 01, 2020",10795.25,10933.62,10472.36,10619.45
"Oct 02, 2020",10619.82,10657.84,10416.69,10575.97
"Oct 03, 2020",10575.1,10598.94,10511.13,10549.33
"Oct 04, 2020",10550.44,10686.0,10534.39,10669.58
"Oct 05, 2020",10676.53,10793.51,10634.6,10793.34
"Oct 06, 2020",10796.31,10797.58,10528.89,10604.41
"Oct 07, 2020",10603.36,10680.51,10562.51,10668.97
"Oct 08, 2020",10669.37,10945.74,10562.61,10915.69
"Oct 09, 2020",10927.91,11102.67,10846.85,11064.46
"Oct 10, 2020",11059.14,11442.21,11056.94,11296.36
"Oct 11, 2020",11296.08,11428.81,11288.63,11384.18
"Oct 12, 2020",11392.64,11698.47,11240.69,11555.36
"Oct 13, 2020",11548.72,11548.98,11321.22,11425.9
"Oct 14, 2020",11429.05,11539.98,11307.83,11429.51
"Oct 15, 2020",11426.6,11569.91,11303.6,11495.35
"Oct 16, 2020",11502.83,11540.06,11223.01,11322.12
"Oct 17, 2020",11322.12,11386.26,11285.35,11358.1
"Oct 18, 2020",11355.98,11483.36,11347.58,11483.36
"Oct 19, 2020",11495.04,11799.09,11408.29,11742.04
"Oct 20, 2020",11745.97,11999.92,11681.48,11916.33
"Oct 21, 2020",11913.08,13184.57,11900.93,12823.69
"Oct 22, 2020",12801.64,13161.59,12717.09,12965.89
"Oct 23, 2020",12971.55,13015.96,12752.65,12931.54
"Oct 24, 2020",12931.57,13145.07,12885.75,13108.06
"Oct 25, 2020",13108.06,13329.18,12910.06,13031.17
"Oct 26, 2020",13031.2,13225.3,12822.38,13075.25
"Oct 27, 2020",13075.24,13759.67,13060.84,13654.22
"Oct 28, 2020",13654.21,13837.7,12932.25,13271.29
"Oct 29, 2020",13271.3,13612.05,12980.06,13437.88
"Oct 30, 2020",13437.87,13651.52,13136.2,13546.52
"Oct 31, 2020",13546.53,14028.21,13457.53,13781.0
"Nov 01, 2020",13781.0,13862.03,13628.38,13737.11
"Nov 02, 2020",13737.03,13808.32,13243.16,13550.49
"Nov 03, 2020",13550.45,13984.98,13325.44,13950.3
"Nov 04, 2020",13950.49,14218.77,13580.47,14133.71
"Nov 05, 2020",14133.73,15706.4,14102.09,15579.85
"Nov 06, 2020",15579.73,15903.44,15226.84,15565.88
"Nov 07, 2020",15565.88,15737.1,14423.2,14833.75
"Nov 08, 2020",14833.75,15637.32,14744.11,15479.57
"Nov 09, 2020",15479.6,15785.14,14865.53,15332.32
"Nov 10, 2020",15332.35,15450.33,15124.96,15290.9
"Nov 11, 2020",15290.91,15916.26,15290.01,15701.34
"Nov 12, 2020",15701.3,16305.0,15534.77,16276.34
"Nov 13, 2020",16276.44,16463.18,15992.15,16317.81
"Nov 14, 2020",16317.81,16317.81,15749.19,16068.14
"Nov 15, 2020",16068.14,16123.11,15793.53,15955.59
"Nov 16, 2020",15955.58,16816.18,15880.71,16716.11
"Nov 17, 2020",16685.69,17782.92,16564.54,17645.41
"Nov 18, 2020",17645.19,18393.95,17352.91,17804.01
"Nov 19, 2020",17803.86,18119.55,17382.55,17817.09
"Nov 20, 2020",17817.08,18773.23,17765.79,18621.31
"Nov 21, 2020",18621.32,18936.62,18444.36,18642.23
"Nov 22, 2020",18642.23,18688.97,17671.38,18370.0
"Nov 23, 2020",18370.02,18711.43,18000.8,18364.12
"Nov 24, 2020",18365.02,19348.27,18128.66,19107.46
"Nov 25, 2020",19104.41,19390.96,18581.15,18732.12
"Nov 26, 2020",18729.84,18866.29,16351.04,17150.62
"Nov 27, 2020",17153.91,17445.02,16526.42,17108.4
"Nov 28, 2020",17112.93,17853.94,16910.65,17717.41
"Nov 29, 2020",17719.63,18283.63,17559.12,18177.48
"Nov 30, 2020",18178.32,19749.26,18178.32,19625.84
"Dec 01, 2020",19633.77,19845.97,18321.92,18803.0
"Dec 02, 2020",18801.74,19308.33,18347.72,19201.09
"Dec 03, 2020",19205.93,19566.19,18925.79,19445.4
"Dec 04, 2020",19446.97,19511.4,18697.19,18699.77
"Dec 05, 2020",18698.38,19160.45,18590.19,19154.23
"Dec 06, 2020",19154.18,19390.5,18897.89,19345.12
"Dec 07, 2020",19343.13,19411.83,18931.14,19191.63
"Dec 08, 2020",19191.53,19283.48,18269.95,18321.14
"Dec 09, 2020",18320.88,18626.29,17935.55,18553.92
"Dec 10, 2020",18553.3,18553.3,17957.06,18264.99
"Dec 11, 2020",18263.93,18268.45,17619.53,18058.9
"Dec 12, 2020",18051.32,18919.55,18046.04,18803.66
"Dec 13, 2020",18806.77,19381.54,18734.33,19142.38
"Dec 14, 2020",19144.49,19305.1,19012.71,19246.64
"Dec 15, 2020",19246.92,19525.01,19079.84,19417.08
"Dec 16, 2020",19418.82,21458.91,19298.32,21310.6
"Dec 17, 2020",21308.35,23642.66,21234.68,22805.16
"Dec 18, 2020",22806.8,23238.6,22399.81,23137.96
"Dec 19, 2020",23132.87,24085.86,22826.47,23869.83
"Dec 20, 2020",23861.77,24209.66,23147.71,23477.29
"Dec 21, 2020",23474.46,24059.98,22159.37,22803.08
"Dec 22, 2020",22794.04,23789.9,22430.61,23783.03
"Dec 23, 2020",23781.97,24024.49,22802.65,23241.35
"Dec 24, 2020",23240.2,23768.34,22777.6,23735.95
"Dec 25, 2020",23733.57,24710.1,23463.67,24664.79
"Dec 26, 2020",24677.02,26718.07,24522.69,26437.04
"Dec 27, 2020",26439.37,28288.84,25922.77,26272.29
"Dec 28, 2020",26280.82,27389.11,26207.64,27084.81
"Dec 29, 2020",27081.81,27370.72,25987.3,27362.44
"Dec 30, 2020",27360.09,28937.74,27360.09,28840.95
"Dec 31, 2020",28841.57,29244.88,28201.99,29001.72
"Jan 01, 2021",28994.01,29600.63,28803.59,29374.15
"Jan 02, 2021",29376.46,33155.12,29091.18,32127.27
"Jan 03, 2021",32129.41,34608.56,32052.32,32782.02
"Jan 04, 2021",32810.95,33440.22,28722.76,31971.91
"Jan 05, 2021",31977.04,34437.59,30221.19,33992.43
"Jan 06, 2021",34013.61,36879.7,33514.04,36824.36
"Jan 07, 2021",36833.88,40180.37,36491.19,39371.04
"Jan 08, 2021",39381.77,41946.74,36838.64,40797.61
"Jan 09, 2021",40788.64,41436.35,38980.88,40254.55
"Jan 10, 2021",40254.22,41420.19,35984.63,38356.44
"Jan 11, 2021",38346.53,38346.53,30549.6,35566.66
"Jan 12, 2021",35516.36,36568.53,32697.98,33922.96
"Jan 13, 2021",33915.12,37599.96,32584.67,37316.36
"Jan 14, 2021",37325.11,39966.41,36868.56,39187.33
"Jan 15, 2021",39156.71,39577.71,34659.59,36825.37
"Jan 16, 2021",36821.65,37864.37,35633.55,36178.14
"Jan 17, 2021",36163.65,36722.35,34069.32,35791.28
"Jan 18, 2021",35792.24,37299.29,34883.84,36630.07
"Jan 19, 2021",36642.23,37755.89,36069.8,36069.8
"Jan 20, 2021",36050.11,36378.33,33570.48,35547.75
"Jan 21, 2021",35549.4,35552.68,30250.75,30825.7
"Jan 22, 2021",30817.63,33811.85,28953.37,33005.76
"Jan 23, 2021",32985.76,33360.98,31493.16,32067.64
"Jan 24, 2021",32064.38,32944.01,31106.69,32289.38
"Jan 25, 2021",32285.8,34802.74,32087.79,32366.39
"Jan 26, 2021",32358.61,32794.55,31030.27,32569.85
"Jan 27, 2021",32564.03,32564.03,29367.14,30432.55
"Jan 28, 2021",30441.04,33858.31,30023.21,33466.1
"Jan 29, 2021",34318.67,38406.26,32064.81,34316.39
"Jan 30, 2021",34295.93,34834.71,32940.19,34269.52
"Jan 31, 2021",34270.88,34288.33,32270.18,33114.36
"Feb 01, 2021",33114.58,34638.21,32384.23,33537.18
"Feb 02, 2021",33533.2,35896.88,33489.22,35510.29
"Feb 03, 2021",35510.82,37480.19,35443.98,37472.09
"Feb 04, 2021",37475.11,38592.18,36317.5,36926.07
"Feb 05, 2021",36931.55,38225.91,36658.76,38144.31
"Feb 06, 2021",38138.39,40846.55,38138.39,39266.01
"Feb 07, 2021",39250.19,39621.84,37446.15,38903.44
"Feb 08, 2021",38886.83,46203.93,38076.32,46196.46
"Feb 09, 2021",46184.99,48003.72,45166.96,46481.11
"Feb 10, 2021",46469.76,47145.57,43881.15,44918.18
"Feb 11, 2021",44898.71,48463.47,44187.76,47909.33
"Feb 12, 2021",47877.04,48745.73,46424.98,47504.85
"Feb 13, 2021",47491.2,48047.75,46392.28,47105.52
"Feb 14, 2021",47114.51,49487.64,47114.51,48717.29
"Feb 15, 2021",48696.54,48875.57,46347.48,47945.06
"Feb 16, 2021",47944.46,50341.1,47201.3,49199.87
"Feb 17, 2021",49207.28,52533.91,49072.38,52149.01
"Feb 18, 2021",52140.97,52474.11,51015.77,51679.8
"Feb 19, 2021",51675.98,56113.65,50937.28,55888.13
"Feb 20, 2021",55887.34,57505.23,54626.56,56099.52
"Feb 21, 2021",56068.57,58330.57,55672.61,57539.95
"Feb 22, 2021",57532.74,57533.39,48967.57,54207.32
"Feb 23, 2021",54204.93,54204.93,45290.59,48824.43
"Feb 24, 2021",48835.09,51290.14,47213.5,49705.33
"Feb 25, 2021",49709.08,51948.97,47093.85,47093.85
"Feb 26, 2021",47180.46,48370.79,44454.84,46339.76
"Feb 27, 2021",46344.77,48253.27,45269.03,46188.45
"Feb 28, 2021",46194.02,46716.43,43241.62,45137.77
"Mar 01, 2021",45159.5,49784.02,45115.09,49631.24
"Mar 02, 2021",49612.11,50127.51,47228.84,48378.99
"Mar 03, 2021",48415.82,52535.14,48274.32,50538.24
"Mar 04, 2021",50522.3,51735.09,47656.93,48561.17
"Mar 05, 2021",48527.03,49396.43,46542.52,48927.3
"Mar 06, 2021",48899.23,49147.22,47257.53,48912.38
"Mar 07, 2021",48918.68,51384.37,48918.68,51206.69
"Mar 08, 2021",51174.12,52314.07,49506.05,52246.52
"Mar 09, 2021",52272.97,54824.12,51981.83,54824.12
"Mar 10, 2021",54824.01,57258.25,53290.89,56008.55
"Mar 11, 2021",55963.18,58091.06,54484.59,57805.12
"Mar 12, 2021",57821.22,57996.62,55376.65,57332.09
"Mar 13, 2021",57343.37,61683.86,56217.97,61243.09
"Mar 14, 2021",61221.13,61597.92,59302.32,59302.32
"Mar 15, 2021",59267.43,60540.99,55393.16,55907.2
"Mar 16, 2021",55840.79,56833.18,53555.03,56804.9
"Mar 17, 2021",56825.83,58969.82,54528.63,58870.89
"Mar 18, 2021",58893.08,60116.25,54253.58,57858.92
"Mar 19, 2021",57850.44,59498.38,56643.7,58346.65
"Mar 20, 2021",58332.26,60031.29,58213.3,58313.64
"Mar 21, 2021",58309.91,58767.9,56005.62,57523.42
"Mar 22, 2021",57517.89,58471.48,54288.16,54529.14
"Mar 23, 2021",54511.66,55985.44,53470.7,54738.95
"Mar 24, 2021",54710.49,57262.38,52514.33,52774.27
"Mar 25, 2021",52726.75,53392.39,50856.57,51704.16
"Mar 26, 2021",51683.01,55137.31,51579.86,55137.31
"Mar 27, 2021",55137.57,56568.21,54242.91,55973.51
"Mar 28, 2021",55974.94,56610.31,55071.11,55950.75
"Mar 29, 2021",55947.9,58342.1,55139.34,57750.2
"Mar 30, 2021",57750.13,59447.22,57251.55,58917.69
"Mar 31, 2021",58930.28,59930.03,57726.42,58918.83
"Apr 01, 2021",58926.56,59586.07,58505.28,59095.81
"Apr 02, 2021",59098.88,60267.19,58869.28,59384.31
"Apr 03, 2021",59397.41,60110.27,57603.89,57603.89
"Apr 04, 2021",57604.84,58913.75,57168.68,58758.55
"Apr 05, 2021",58760.88,59891.3,57694.82,59057.88
"Apr 06, 2021",59171.93,59479.58,57646.81,58192.36
"Apr 07, 2021",58186.51,58731.14,55604.02,56048.94
"Apr 08, 2021",56099.91,58338.74,55879.09,58323.95
"Apr 09, 2021",58326.56,58937.05,57807.86,58245.0
"Apr 10, 2021",58253.78,61276.66,58038.71,59793.23
"Apr 11, 2021",59846.23,60790.55,59289.8,60204.96
"Apr 12, 2021",60175.95,61253.04,59589.88,59893.45
"Apr 13, 2021",59890.02,63742.29,59869.96,63503.46
"Apr 14, 2021",63523.75,64863.1,61554.8,63109.7
"Apr 15, 2021",63075.2,63821.67,62208.96,63314.01
"Apr 16, 2021",63258.5,63594.72,60222.53,61572.79
"Apr 17, 2021",61529.92,62572.18,60361.35,60683.82
"Apr 18, 2021",60701.89,61057.46,52829.54,56216.18
"Apr 19, 2021",56191.59,57520.05,54368.59,55724.27
"Apr 20, 2021",55681.79,57062.15,53448.05,56473.03
"Apr 21, 2021",56471.13,56757.97,53695.47,53906.09
"Apr 22, 2021",53857.11,55410.23,50583.81,51762.27
"Apr 23, 2021",51739.81,52120.79,47714.66,51093.65
"Apr 24, 2021",51143.23,51167.56,48805.29,50050.87
"Apr 25, 2021",50052.83,50506.02,47159.48,49004.25
"Apr 26, 2021",49077.79,54288.0,48852.8,54021.75
"Apr 27, 2021",54030.3,55416.96,53319.19,55033.12
"Apr 28, 2021",55036.64,56227.21,53887.92,54824.7
"Apr 29, 2021",54858.09,55115.84,52418.03,53555.11
"Apr 30, 2021",53568.66,57900.72,53129.6,57750.18
"May 01, 2021",57714.66,58448.34,57052.27,57828.05
"May 02, 2021",57825.86,57902.59,56141.91,56631.08
"May 03, 2021",56620.27,58973.31,56590.87,57200.29
"May 04, 2021",57214.18,57214.18,53191.43,53333.54
"May 05, 2021",53252.16,57911.36,52969.05,57424.01
"May 06, 2021",57441.31,58363.32,55382.51,56396.52
"May 07, 2021",56413.95,58606.63,55321.85,57356.4
"May 08, 2021",57352.77,59464.61,56975.21,58803.78
"May 09, 2021",58877.39,59210.88,56482.0,58232.32
"May 10, 2021",58250.87,59519.36,54071.46,55859.8
"May 11, 2021",55847.24,56872.54,54608.65,56704.57
"May 12, 2021",56714.53,57939.36,49150.54,49150.54
"May 13, 2021",49735.43,51330.84,46980.02,49716.19
"May 14, 2021",49682.98,51438.12,48868.58,49880.54
"May 15, 2021",49855.5,50639.66,46664.14,46760.19
"May 16, 2021",46716.64,49720.04,43963.35,46456.06
"May 17, 2021",46415.9,46623.56,42207.29,43537.51
"May 18, 2021",43488.06,45812.46,42367.83,42909.4
"May 19, 2021",42944.98,43546.12,30681.5,37002.44
"May 20, 2021",36753.67,42462.98,35050.62,40782.74
"May 21, 2021",40596.95,42172.17,33616.45,37304.69
"May 22, 2021",37371.03,38831.05,35383.68,37536.63
"May 23, 2021",37531.45,38289.22,31227.34,34770.58
"May 24, 2021",34700.36,39835.14,34551.08,38705.98
"May 25, 2021",38795.78,39776.35,36581.43,38402.22
"May 26, 2021",38392.63,40782.08,37905.84,39294.2
"May 27, 2021",39316.89,40379.62,37247.9,38436.97
"May 28, 2021",38507.08,38856.97,34779.04,35697.61
"May 29, 2021",35684.16,37234.5,33693.93,34616.07
"May 30, 2021",34607.41,36400.67,33520.74,35678.13
"May 31, 2021",35658.59,37468.25,34241.95,37332.86
"Jun 01, 2021",37293.79,37896.73,35787.09,36684.93
"Jun 02, 2021",36699.92,38231.34,35966.31,37575.18
"Jun 03, 2021",37599.41,39478.95,37243.97,39208.77
"Jun 04, 2021",39242.48,39242.48,35717.72,36894.41
"Jun 05, 2021",36880.16,37917.71,34900.41,35551.96
"Jun 06, 2021",35538.61,36436.42,35304.58,35862.38
"Jun 07, 2021",35835.27,36790.57,33480.64,33560.71
"Jun 08, 2021",33589.52,34017.39,31114.44,33472.63
"Jun 09, 2021",33416.98,37537.37,32475.87,37345.12
"Jun 10, 2021",37389.52,38334.32,35847.59,36702.6
"Jun 11, 2021",36697.03,37608.7,36044.45,37334.4
"Jun 12, 2021",37340.14,37408.93,34728.19,35552.52
"Jun 13, 2021",35555.79,39322.78,34864.11,39097.86
"Jun 14, 2021",39016.97,40978.36,38757.29,40218.48
"Jun 15, 2021",40427.17,41295.27,39609.47,40406.27
"Jun 16, 2021",40168.69,40516.78,38176.04,38347.06
"Jun 17, 2021",38341.42,39513.67,37439.68,38053.5
"Jun 18, 2021",38099.48,38187.26,35255.86,35787.25
"Jun 19, 2021",35854.53,36457.8,34933.06,35615.87
"Jun 20, 2021",35563.14,36059.48,33432.07,35698.3
"Jun 21, 2021",35641.14,35721.64,31295.94,31676.69
"Jun 22, 2021",31622.38,33292.45,28893.62,32505.66
"Jun 23, 2021",32515.71,34753.41,31772.63,33723.03
"Jun 24, 2021",33682.8,35228.85,32385.21,34662.44
"Jun 25, 2021",34659.11,35487.25,31350.88,31637.78
"Jun 26, 2021",31594.66,32637.59,30184.5,32186.28
"Jun 27, 2021",32287.52,34656.13,32071.76,34649.64
"Jun 28, 2021",34679.12,35219.89,33902.07,34434.34
"Jun 29, 2021",34475.56,36542.11,34252.48,35867.78
"Jun 30, 2021",35908.39,36074.76,34086.15,35040.84
"Jul 01, 2021",35035.98,35035.98,32883.78,33572.12
"Jul 02, 2021",33549.6,33939.59,32770.68,33897.05
"Jul 03, 2021",33854.42,34909.26,33402.7,34668.55
"Jul 04, 2021",34665.57,35937.57,34396.48,35287.78
"Jul 05, 2021",35284.34,35284.34,33213.66,33746.0
"Jul 06, 2021",33723.51,35038.54,33599.92,34235.2
"Jul 07, 2021",34225.68,34997.66,33839.29,33855.33
"Jul 08, 2021",33889.61,33907.91,32133.18,32877.37
"Jul 09, 2021",32861.67,34042.29,32318.88,33798.01
"Jul 10, 2021",33811.24,34209.07,33116.01,33520.52
"Jul 11, 2021",33509.08,34584.7,33346.74,34240.19
"Jul 12, 2021",34254.02,34592.16,32697.31,33155.85
"Jul 13, 2021",33125.47,33327.1,32261.42,32702.03
"Jul 14, 2021",32723.85,33061.4,31639.13,32822.35
"Jul 15, 2021",32827.88,33159.64,31175.71,31780.73
"Jul 16, 2021",31841.55,32218.41,31100.67,31421.54
